region,year,manufacturer,model,price,mileage,transmission
los angeles,2013,tesla,model s performance sedan,35990,50828,other
los angeles,2017,audi,q7 3.0t prestige sport,35990,61613,automatic
los angeles,2017,gmc,acadia sle-1 sport utility,23990,12939,other
los angeles,2013,toyota,avalon limited sedan 4d,15990,59254,automatic
los angeles,2013,lexus,gs 350 sedan 4d,26990,37302,other
los angeles,2016,audi,a6 3.0t premium plus sedan,27990,43881,automatic
new york city,2015,ford,expedition xlt sport,20990,72930,other
los angeles,2011,hyundai,genesis 3.8 sedan 4d,13990,52390,other
los angeles,2013,mercedes-benz,s-class s 550,28990,64933,automatic
los angeles,2014,ford,focus st hatchback 4d,20590,21212,other
new york city,2019,nissan,370z coupe 2d,28990,9064,other
new york city,2017,toyota,corolla im hatchback 4d,15990,34964,other
new york city,2010,honda,odyssey,10950,110763,automatic
new york city,2016,ram,1500 crew cab slt pickup 4d,25590,57926,other
new york city,2017,cadillac,xt5 sport utility 4d,24590,29106,other
new york city,2008,nissan,quest,4900,62000,automatic
los angeles,2011,subaru,outback 3.6r limited,15990,71321,other
los angeles,2000,lincoln,navigator,2600,2600000,automatic
los angeles,2019,mini,countryman cooper s all4,31990,11186,other
new york city,2019,ford,ranger supercab xlt pickup,28990,14099,other
new york city,2019,chevrolet,suburban lt sport,37990,43635,other
new york city,2009,ford,fusion sel sedan 4d,11990,10203,other
los angeles,2018,chevrolet,camaro zl1,69888,17000,automatic
new york city,2012,nissan,titan king cab sv pickup,20990,48037,other
new york city,2016,jeep,patriot sport suv 4d,14590,33223,automatic
los angeles,2018,honda,clarity plug-in hybrid,19998,27195,automatic
new york city,2010,ford,focus se,4400,100854,automatic
new york city,2019,ram,1500 classic crew cab,28590,9936,automatic
new york city,2019,gmc,sierra 1500 limited double,31590,15266,automatic
new york city,2015,chevrolet,spark ev 1lt hatchback,8990,32654,other
new york city,2012,mercedes-benz,slk-class slk 350,23990,38541,automatic
new york city,2018,subaru,wrx sedan 4d,25990,11180,other
new york city,2015,toyota,camry xse sedan 4d,18990,36687,other
new york city,2009,ford,flex sel sport utility 4d,12990,92455,other
new york city,2019,subaru,brz limited coupe 2d,26990,7035,other
new york city,2018,toyota,camry,23500,9117,automatic
new york city,2007,jeep,subn,1500,157000,automatic
new york city,2014,bmw,i3 hatchback 4d,14990,40910,other
new york city,2013,chevrolet,camaro zl1 convertible,42990,7007,other
new york city,2012,acura,tl sedan 4d,16590,63100,automatic
new york city,2016,ram,1500 regular cab express,24590,41900,other
los angeles,2016,ford,escape,17301,23536,automatic
new york city,2017,ford,taurus sel sedan 4d,18990,30215,other
new york city,2018,ford,f150 super cab xlt pickup,33990,20571,automatic
new york city,2014,chrysler,300 300s sedan 4d,16990,97700,other
new york city,2014,mini,hardtop cooper s hatchback,17590,41981,other
new york city,2011,cadillac,dts sedan 4d,12990,90780,other
new york city,2013,bmw,5 series 528i sedan 4d,17990,60637,automatic
new york city,2017,mercedes-benz,b-class b 250e,19590,7361,other
new york city,2017,lexus,is 300,31500,36500,automatic
los angeles,2018,ford,f150 raptor,64888,58000,automatic
new york city,2004,toyota,camry le 4dr sedan,7400,9783,automatic
los angeles,2017,audi,a3 premium sedan 4d,22990,17758,automatic
los angeles,2015,buick,verano sedan 4d,12990,67257,automatic
new york city,2010,honda,element lx sport utility,16590,37870,other
new york city,2017,chevrolet,silverado 1500 double,32990,20551,automatic
new york city,2012,lincoln,mkt ecoboost sport,17590,60642,other
los angeles,2018,chevrolet,silverado 1500 backup,37995,5128,automatic
los angeles,2017,kia,soul ev base,13758,15395,automatic
los angeles,2010,lexus,es 350 sedan 4d,12990,104649,other
los angeles,2020,gmc,yukon xl slt sport utility,50990,23089,automatic
new york city,2008,nissan,altima 2.5 sl,3900,120000,automatic
new york city,2009,honda,civic,5300,155000,automatic
new york city,2012,toyota,corolla le,7900,96166,automatic
los angeles,2015,subaru,xv crosstrek limited,19990,34189,automatic
los angeles,2020,hyundai,elantra value edition,16995,3189,other
los angeles,2017,cadillac,xt5 sport utility 4d,24590,29106,other
los angeles,2013,audi,q5,12800,120000,automatic
los angeles,2012,mercedes-benz,gl-class gl 450,22990,66665,automatic
los angeles,2013,lexus,ct 200h hatchback 4d,18590,36745,automatic
los angeles,2017,subaru,wrx sti sedan 4d,31990,20012,other
los angeles,2015,nissan,murano s sport utility 4d,16990,72547,automatic
los angeles,2019,toyota,prius prime plus,23990,10282,automatic
los angeles,2018,honda,fit,13995,29575,automatic
los angeles,2018,mercedes-benz,c-class,400,11786,automatic
new york city,2011,dodge,grand caravan,11700,125442,automatic
los angeles,2020,hyundai,elantra value edition,17751,3182,other
los angeles,2017,chrysler,300 limited sedan 4d,19990,26460,other
los angeles,2012,audi,a8 l 4.2 quattro sedan 4d,26590,40749,automatic
los angeles,2016,nissan,versa sv sedan 4d,11990,35125,automatic
new york city,2006,jeep,grand cherokee,2000,140000,automatic
los angeles,2017,lexus,rx 350,31250,34103,automatic
los angeles,2016,buick,cascada premium,20590,45046,other
los angeles,2004,toyota,tacoma,11995,11800,automatic
new york city,2012,bmw,335i xdrive,11500,135023,automatic
los angeles,2013,audi,a5 2.0t premium plus,18990,86694,automatic
los angeles,2013,chevrolet,sonic lt hatchback,10990,53652,other
los angeles,2012,volkswagen,jetta se,5700,142000,automatic
los angeles,2014,bmw,i3 range extender hatchback,14990,38984,other
new york city,2014,honda,odyssey ex-l,10900,98500,automatic
los angeles,2013,audi,a6 3.0t premium plus sedan,18590,79813,automatic
los angeles,2015,jeep,renegade sport suv 4d,15590,57517,other
los angeles,2013,ford,expedition el limited sport,24590,75460,other
new york city,2020,chevrolet,malibu lt,17990,5030,automatic
los angeles,2010,honda,element lx sport utility,16590,37870,other
los angeles,2018,jaguar,f-pace 20d premium sport,35990,26268,automatic
los angeles,2011,bmw,z4 sdrive30i roadster 2d,21590,53351,other
los angeles,2012,ford,edge sel,7990,137000,automatic
los angeles,2013,honda,fit hatchback 4d,11990,78450,other
los angeles,2016,porsche,macan s sport utility 4d,38990,29530,automatic
los angeles,2012,mini,coupe cooper s 2d,14590,45286,automatic
los angeles,2019,mini,hardtop 2 door cooper s,27590,4821,other
los angeles,2017,mini,clubman cooper s all4,23990,12054,automatic
los angeles,2014,cadillac,xts luxury collection,20590,44287,other
los angeles,2019,gmc,sierra 1500 limited double,31590,15266,automatic
los angeles,2013,dodge,avenger titanium,6439,0,automatic
los angeles,2018,chevrolet,silverado 1500 silver,40995,22939,automatic
los angeles,2014,nissan,versa note s plus,9590,91726,automatic
los angeles,2012,rover,range sport,22590,80746,automatic
los angeles,2013,cadillac,srx premium collection,18990,81035,automatic
los angeles,2013,kia,soul wagon 4d,10590,62328,other
los angeles,2019,toyota,corolla hatchback se 4d,18990,17005,other
los angeles,2017,gmc,sierra 1500 double cab sle,32990,19293,automatic
new york city,2008,toyota,rav4 limited,8927,103150,automatic
new york city,2016,nissan,nv 200,300,52000,automatic
new york city,2009,honda,pilot touring,7327,193400,automatic
new york city,2007,acura,tl,4000,145,automatic
new york city,2014,bmw,535i,19995,75380,automatic
new york city,2017,bmw,330i,20995,37059,automatic
new york city,2010,chevrolet,silverado,9999,131999,automatic
new york city,2017,bmw,330i,20995,37059,automatic
new york city,2017,bmw,330i,20995,37059,automatic
los angeles,2019,toyota,tacoma,48999,25603,automatic
los angeles,2017,jeep,renegade,15988,43226,automatic
new york city,2010,honda,odyssey ex,8927,73000,automatic
los angeles,2017,ram,1500,34988,48754,automatic
los angeles,2015,jeep,wrangler unlimited,31588,82442,automatic
new york city,2012,jeep,grand cherokee srt8,30000,57980,automatic
new york city,2003,acura,tl,3000,156000,automatic
los angeles,1998,ford,e150,6500,260000,automatic
los angeles,2007,toyota,matrix,1900,176000,automatic
new york city,2010,lexus,rx 350,12600,96511,automatic
new york city,2008,bmw,328 x,5650,140331,automatic
los angeles,2017,dodge,durango,345,66671,automatic
los angeles,2012,mercedes-benz,sls amg,189888,6900,automatic
los angeles,2013,toyota,prius,11500,117000,automatic
new york city,2009,toyota,camry,7950,131929,automatic
los angeles,2006,toyota,corolla,4800,140000,automatic
new york city,2013,toyota,prius c,7500,93000,automatic
new york city,2001,ford,f-250,3999,148795,automatic
los angeles,2017,jeep,grand cherokee 4x4 backup,23995,45479,automatic
new york city,2009,nissan,maxima,4999,219000,automatic
new york city,2017,toyota,corolla,11500,25000,automatic
new york city,2007,chevrolet,impala,2800,122000,automatic
los angeles,2013,kia,optima,8995,118996,automatic
new york city,2012,volvo,s60 t5 sedan 4d,13990,53021,other
los angeles,2017,toyota,highlander,31597,26625,automatic
new york city,2011,lexus,ls 460 sedan 4d,18990,97792,other
new york city,2017,honda,civic,13895,47851,automatic
new york city,2020,bmw,x3,63999,13755,automatic
los angeles,2015,toyota,prius two,12495,102005,automatic
new york city,2004,ford,freestar wagon,3300,150457,automatic
new york city,2003,hyundai,santa fe,3500,162134,automatic
new york city,2011,bmw,328xi,7500,78000,automatic
los angeles,2019,kia,soul +,14995,19452,automatic
new york city,2004,gmc,yukon,3500,124000,automatic
los angeles,2020,hyundai,tucson se,21995,1972,automatic
los angeles,2020,hyundai,kona sel,19995,3002,automatic
los angeles,1989,jeep,grand wagoneer,27000,115763,automatic
new york city,2006,chrysler,town & country,7500,87895,automatic
los angeles,2018,toyota,prius prime,20900,43544,automatic
los angeles,2014,toyota,prius v five,11395,120077,automatic
los angeles,2019,hyundai,kona electric limited,30990,15733,automatic
new york city,2010,hyundai,elantra,4800,150199,automatic
los angeles,2014,toyota,camry se,10500,79600,automatic
new york city,2000,ford,mustang,5800,133636,automatic
los angeles,1999,toyota,corolla le,1000,140000,automatic
los angeles,2016,ford,fiesta st hatchback 4d,18990,28324,other
los angeles,2017,hyundai,ioniq electric limited,14990,56617,other
los angeles,2017,volkswagen,golf tsi wolfsburg,16990,25415,automatic
los angeles,2018,nissan,versa note sv hatchback,12990,28366,automatic
los angeles,2014,ford,econoline commercial cutaw,26995,32216,automatic
los angeles,2017,jeep,renegade,13888,59435,automatic
new york city,2002,chevrolet,tahoe lt,3000,128000,automatic
los angeles,2013,bmw,5 series 528i sedan 4d,17990,60637,automatic
los angeles,2016,fiat,500l trekking hatchback 4d,15590,31979,other
los angeles,2017,ford,expedition limited sport,31990,59747,automatic
los angeles,2010,toyota,prius ii hatchback 4d,11990,73668,automatic
los angeles,2009,ford,flex sel sport utility 4d,12990,92455,other
los angeles,2016,chevrolet,spark ev 1lt hatchback,11990,28042,other
los angeles,2014,chevrolet,tahoe ltz sport,29990,48090,automatic
los angeles,2016,fiat,500e battery electric,7450,23500,other
new york city,2010,mini,cooper base 2dr hatchback,6400,75000,automatic
los angeles,2015,chevrolet,volt sedan 4d,11590,33830,other
los angeles,2014,toyota,sienna xle minivan 4d,18990,79325,other
los angeles,2019,nissan,370z coupe 2d,29990,8837,other
los angeles,2012,hyundai,equus signature sedan 4d,19990,41014,automatic
los angeles,2014,ford,fusion energi plug-in,13990,60004,automatic
los angeles,2017,volkswagen,golf gti s hatchback,20990,14884,automatic
los angeles,2007,mercedes-benz,benz s550,11500,122911,automatic
new york city,2009,toyota,corolla,4700,180000,automatic
los angeles,2020,hyundai,tucson se,21995,3629,automatic
new york city,2016,ford,fusion,12495,70125,automatic
los angeles,2013,honda,pilot ex,12500,101000,automatic
new york city,2016,ford,fusion,12495,70125,automatic
los angeles,2018,ford,explorer,385,24899,automatic
los angeles,2017,chevrolet,express g3500 lt,27995,64826,automatic
los angeles,2017,toyota,sienna,24977,45959,automatic
los angeles,1968,pontiac,gto,45950,0,automatic
los angeles,2006,porsche,cayman s one owner,32990,26000,automatic
los angeles,2005,toyota,4runner,7250,270627,automatic
los angeles,2013,porsche,911 carrera s cabriolet,64990,60000,automatic
los angeles,2011,lexus,is 250,13952,76356,automatic
los angeles,2014,rover,hse supercharged,39990,83000,automatic
new york city,2014,bmw,535i,19995,75380,automatic
new york city,2004,toyota,camry solara convertible,2175,201000,automatic
los angeles,2018,audi,q5,29499,51350,automatic
los angeles,2017,chevrolet,express 3500,17000,52267,automatic
los angeles,2015,rover,hse,49990,31000,automatic
los angeles,2014,tesla,model s 60kwh fully loaded,35990,54000,automatic
new york city,2017,toyota,highlander,31400,19905,automatic
los angeles,2005,volkswagen,jetta gls,1100,129000,automatic
new york city,2017,honda,fit,15700,58196,manual
new york city,2012,ford,escape hybrid,5000,388778,automatic
los angeles,2002,volkswagen,passat,2500,80000,automatic
los angeles,2017,honda,civic,17498,35528,automatic
new york city,2011,hyundai,sonata,7950,144714,automatic
new york city,2017,ford,fiesta st hatchback 4d,18590,14395,other
los angeles,1999,toyota,rav4,2300,208875,automatic
los angeles,2017,ford,f-150,30995,30944,automatic
new york city,2014,bmw,528xi awd,15990,83795,automatic
los angeles,1999,ford,mustang,3000,151472,manual
los angeles,2005,honda,pilot ex-l,6200,148000,automatic
new york city,2013,hyundai,sonata,6499,152136,automatic
new york city,2005,dodge,neon srt4,4500,130000,manual
new york city,2007,chrysler,pacifica,4399,143596,automatic
new york city,2011,ford,f150 regular cab xl pickup,14990,85662,other
los angeles,2014,ford,fusion hybrid se,7699,120000,automatic
los angeles,1959,chevrolet,bel air/150/210,29950,0,manual
los angeles,1967,chevrolet,chevelle,33950,0,manual
new york city,2004,bmw,525i,4200,149000,automatic
los angeles,1940,ford,tudor,31950,0,manual
los angeles,2014,honda,civic sedan natural gas v,13995,36831,automatic
new york city,2011,subaru,impreza,5200,89,automatic
los angeles,2005,subaru,outback,3500,132024,automatic
new york city,2009,dodge,challenger,20000,20000,automatic
los angeles,2014,lexus,ct200h,14500,80000,automatic
new york city,2007,chrysler,pacifica,4399,143596,automatic
los angeles,2015,mercedes-benz,s63 amg 4matic designo,64990,58000,automatic
new york city,2003,nissan,frontier,6999,97716,manual
los angeles,2012,mercedes-benz,ml350 4matic sport,14990,103300,automatic
los angeles,2015,mercedes-benz,benz gl550 4matic,37990,56000,automatic
los angeles,1976,pontiac,firebird formula,26950,0,automatic
los angeles,1969,chevrolet,el camino,20000,68178,automatic
los angeles,2018,jeep,wrangler rubicon 2.0l turbo,54990,600,automatic
los angeles,2016,tesla,model x 75d awd 7 seats,63990,26000,automatic
los angeles,1972,chevrolet,cheyenne cst,19000,48567,automatic
los angeles,2012,mini,cooper hardtop,7995,99825,automatic
los angeles,2012,hyundai,veloster,5900,88000,automatic
los angeles,1996,toyota,4runner limited 4x4,7000,240000,automatic
new york city,2000,toyota,camry,2995,117068,automatic
new york city,2010,toyota,prius,5000,93,automatic
los angeles,2004,ford,f-150 5.4 triton v8,6500,181000,automatic
los angeles,2017,jeep,renegade bad credit,20997,31000,automatic
los angeles,2017,chevrolet,malibu ls,16997,22000,automatic
los angeles,2019,nissan,sentra,14995,33150,automatic
new york city,2015,bmw,550xi m package,25000,65000,automatic
los angeles,2015,nissan,altima 2.5 s,10997,59000,automatic
los angeles,2004,chevrolet,truck,7900,127317,automatic
new york city,2008,toyota,prius,3800,158000,automatic
los angeles,2014,audi,sq5,28000,40700,automatic
los angeles,2014,mitsubishi,outlander se,3950,209423,automatic
new york city,2017,dodge,challenger,24995,38219,automatic
