,year,make,model,sub_model,city,state,mileage,price,exterior_color,interior_color,mpg_city,mpg_hwy,engine,transmission,drive_type,fuel_type,popular_feature,vehicle_history,cpo
2099,2017,Maserati,['Ghibli'],S RWD,Santa Monica,CA,"17,497","$38,172",White,Black,16,24,3.0L V-6 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Navigation', 'Front Heated Seats', 'Backup Camera', 'Moonroof', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2100,2018,Honda,['CR-V'],LX FWD,North Hollywood,CA,"23,946","$19,694",White Diamond Pearl,Ivory,26,32,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Bluetooth', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2101,2016,Chevrolet,['Spark'],LS AT,North Hollywood,CA,"94,041","$6,200",Summit White,Jet Black,30,39,1.4L Inline-4 Gas,Automatic,FWD,Gas,"['Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2102,2011,Lexus,['LS'],LS 460 AWD,Venice,CA,"97,792","$18,990",Beige,Black,16,23,4.6L V-8 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Audio', 'Multi-Zone Climate Control', 'Bluetooth', 'Moonroof', 'Premium Seat Material', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
2103,2017,Lexus,['NX'],NX Turbo FWD,Beverly Hills,CA,"22,445","$24,877",Atomic Silver,Black,22,28,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2104,2016,Land,"['Rover', 'Range', 'Rover']",Supercharged,Santa Monica,CA,"39,720","$54,173",Aleutian Silver,Black,14,19,5.0L V-8 Gas Supercharged,Automatic,4WD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Navigation', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Parking Sensors', 'Moonroof', 'Premium Audio', 'Premium Seat Material', 'Front Cooled Seats', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2105,2013,Land,"['Rover', 'Range', 'Rover', 'Evoque']",Pure Plus Coupe,Santa Monica,CA,"71,978","$17,995",Gray,Black,20,28,2.0L Inline-4 Gas Turbocharged,Automatic,4WD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Premium Seat Material', 'Backup Camera', 'Bluetooth', 'Moonroof', 'Premium Audio', 'Multi-Zone Climate Control', 'Parking Sensors']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2106,2012,Porsche,['Panamera'],S Hybrid,Santa Monica,CA,"91,556","$25,994",Black,Black,22,30,3.0L V-6 Hybrid,Automatic,RWD,Hybrid,"['Premium Wheels', 'Navigation', 'Parking Sensors', 'Moonroof', 'Premium Seat Material', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
2107,2017,Jeep,['Wrangler'],Unlimited Sport,Venice,CA,"30,444","$29,990",Bright White Clearcoat,Black,16,21,3.6L V-6 Gas,Automatic,4WD,Gas,['Bluetooth'],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2108,2017,Tesla,"['Model', 'S']",75D AWD,Los Angeles,CA,"13,906","$50,980",Red Multi-Coat,Black,102,105,L - Electric,Automatic,AWD,Electric,"['Premium Wheels', 'Power Trunk/Liftgate', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Lane Keep Assist', 'Parking Sensors', 'Moonroof', 'Navigation', 'Remote Engine Start', 'Blind Spot System', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2109,2014,Porsche,['Panamera'],S E-Hybrid,Santa Monica,CA,"61,063","$36,475",White,Tan,22,30,3.0L V-6 Hybrid Supercharged,Automatic,RWD,Hybrid,"['Premium Wheels', 'Power Trunk/Liftgate', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth', 'Moonroof', 'Navigation', 'Front Heated Seats', 'Parking Sensors']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
2110,2017,Chevrolet,['Trax'],LT FWD,Venice,CA,"28,092","$12,990",Nightfall Gray Metallic,Jet Black/Brandy,25,33,1.4L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Backup Camera', 'Remote Engine Start', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2111,2017,Land,"['Rover', 'Range', 'Rover', 'Sport']",Td6 Diesel SE,Inglewood,CA,"33,262","$40,990",Mescalitio Black Metallic,Black,22,28,3.0L V-6 Diesel Turbocharged,Automatic,4WD,Diesel,"['Premium Wheels', 'Navigation', 'Remote Engine Start', 'Lane Keep Assist', 'Parking Sensors', 'Power Trunk/Liftgate', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2112,2014,BMW,"['3', 'Series']",320i Sedan,Los Angeles,CA,"101,520","$12,995",Unknown,Unknown,24,36,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Multi-Zone Climate Control', 'Premium Seat Material', 'Bluetooth']","['1 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2113,2015,Tesla,"['Model', 'S']",P85D AWD,Van Nuys,CA,"46,752","$45,995",Black Solid,Black,89,98,L - Electric,Automatic,AWD,Electric,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2114,2018,Audi,['A4'],ultra Premium Plus FWD S tronic,Santa Monica,CA,"13,056","$28,791",Mythos Black Metallic,Black,27,37,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2115,2017,Chevrolet,['Malibu'],LT with 1LT,Venice,CA,"32,738","$14,990",Mosaic Black Metallic,Jet Black,27,36,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Remote Engine Start', 'Bluetooth', 'Premium Audio', 'Front Heated Seats', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2116,2012,Mercedes-Benz,['GL'],GL 550 4MATIC,Venice,CA,"60,335","$24,990",Gray,Beige,12,17,5.5L V-8 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Navigation', 'Front Heated Seats', 'Third Row Seating', 'Blind Spot System', 'Parking Sensors', 'Moonroof', 'Premium Audio', 'Premium Seat Material', 'Front Cooled Seats', 'Multi-Zone Climate Control', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2117,2017,Mercedes-Benz,['GLC'],GLC 300 SUV RWD,Inglewood,CA,"37,741","$26,857",Designo Cardinal Red Metallic,Silk Beige/Espresso Brown,22,28,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Backup Camera', 'Power Trunk/Liftgate', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2118,2011,Toyota,['Corolla'],LE Automatic,Venice,CA,"47,896","$11,590",White,Gray,26,34,1.8L Inline-4 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2119,2019,Kia,['Soul'],Base Automatic,Los Angeles,CA,"34,370","$12,500",Bright Silver,Black,26,31,1.6L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Bluetooth', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2120,2019,Chevrolet,['Malibu'],LT with 1LT,Inglewood,CA,"34,471","$15,500",Mosaic Black Metallic,Jet Black,29,36,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Remote Engine Start', 'Backup Camera', 'Moonroof', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2121,2011,Toyota,['Camry'],LE V6 Automatic,Venice,CA,"81,180","$11,990",Silver,Gray,20,29,3.5L V-6 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2122,2012,Acura,['TL'],FWD Automatic with Technology Package,Venice,CA,"88,602","$14,590",Bellanova White Pearl,Beige,20,29,3.5L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth', 'Moonroof', 'Navigation', 'Front Heated Seats', 'Backup Camera']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '4']",False
2123,2018,Audi,['A3'],Premium Sedan 2.0 FWD,Santa Monica,CA,"19,110","$22,692",Brilliant Black,Black,26,35,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth', 'Moonroof', 'Front Heated Seats', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2124,2015,Lexus,['GS'],GS 350 RWD,Venice,CA,"51,860","$23,990",Black,Black,19,29,3.5L V-6 Gas,Automatic,RWD,Gas,[],"['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '2']",False
2125,2018,Kia,['Optima'],LX,Los Angeles,CA,"77,335","$10,995",Sparkling Silver,Black,25,36,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Backup Camera', 'Bluetooth', 'Blind Spot System', 'Parking Sensors']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '2']",False
2126,2017,Subaru,['Legacy'],2.5i Premium,Venice,CA,"54,842","$14,590",Crystal White Pearl,Warm Ivory,25,34,2.5L Flat-4 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Multi-Zone Climate Control', 'Blind Spot System', 'Backup Camera', 'Front Heated Seats', 'Adaptive Cruise Control', 'Lane Keep Assist', 'Bluetooth']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
2127,2010,Audi,['A5'],Premium Plus Cabriolet FrontTrak CVT,Los Angeles,CA,"102,776","$9,995",Ice Silver Metallic,Black,23,30,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Premium Audio', 'Front Heated Seats', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2128,2018,Honda,['HR-V'],EX FWD CVT,Los Angeles,CA,"15,590","$18,000",Crystal Black Pearl,Black,28,34,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Front Heated Seats', 'Bluetooth', 'Moonroof', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
2129,2012,Chevrolet,['Volt'],Hatch,Venice,CA,"18,159","$12,590",Silver Ice Metallic,Light Neutral Seats/Dark Accents,95,93,1.4L Inline-4 Plug-In Hybrid,Automatic,FWD,Plug-In Hybrid,"['Premium Wheels', 'Front Heated Seats', 'Backup Camera', 'Bluetooth', 'Premium Seat Material', 'Remote Engine Start', 'Parking Sensors']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2130,2013,Lexus,['GS'],GS 350 AWD,Venice,CA,"61,402","$21,990",Nebula Gray Pearl,Black,19,26,3.5L V-6 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Audio', 'Front Heated Seats', 'Backup Camera', 'Moonroof', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '3']",False
2131,2012,Toyota,['Corolla'],LE Automatic,Venice,CA,"45,892","$11,990",Gray,Gray,26,34,1.8L Inline-4 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2132,2014,Toyota,"['Prius', 'v']",Five,Venice,CA,"96,839","$12,590",Gray,Dk. Gray,44,40,1.8L Inline-4 Hybrid,Automatic,FWD,Hybrid,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
2133,2012,Honda,['Civic'],LX Coupe Automatic,Venice,CA,"52,000","$10,590",Alabaster Silver Metallic,Gray,28,39,1.8L Inline-4 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2134,2019,Nissan,['Pathfinder'],SL 4WD,Inglewood,CA,"31,110","$23,500",Brilliant Silver Metallic,Charcoal,19,26,3.5L V-6 Gas,Automatic,4WD,Gas,"['Premium Wheels', 'Navigation', 'Front Heated Seats', 'Remote Engine Start', 'Adaptive Cruise Control', 'Backup Camera', 'Bluetooth', 'Power Trunk/Liftgate', 'Premium Seat Material', 'Third Row Seating', 'Multi-Zone Climate Control', 'Blind Spot System', 'Parking Sensors']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2135,2017,Mercedes-Benz,['C-Class'],C 300 Sedan RWD,Inglewood,CA,"39,611","$23,579",Black,Black,23,30,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2136,2014,Toyota,['Camry'],2014 SE I4 Automatic,Venice,CA,"103,000","$11,990",Black,Black,25,35,2.5L Inline-4 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2137,2013,Kia,['Optima'],SX,Venice,CA,"67,116","$12,990",Titanium Metallic,Black,22,34,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Audio', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Backup Camera', 'Moonroof', 'Premium Seat Material', 'Front Cooled Seats', 'Adaptive Cruise Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2138,2017,Ford,['Focus'],SE Sedan,Venice,CA,"33,809","$10,990",Magnetic Metallic,Charcoal Black,30,40,1.0L Inline-3 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Bluetooth', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2139,2017,MINI,['Convertible'],S Convertible,Santa Monica,CA,"13,897","$25,999",Pepper White,Black Pearl,23,32,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Bluetooth', 'Premium Seat Material']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
2140,2018,MINI,['Countryman'],S ALL4,Santa Monica,CA,"22,613","$25,999",Island Blue Metallic,Satellite Gray,21,31,2.0L Inline-4 Gas Turbocharged,Manual,AWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Parking Sensors', 'Moonroof', 'Front Heated Seats', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2141,2020,Toyota,['4Runner'],SR5 Premium 4WD,Venice,CA,"12,053","$37,590",Red,Dk. Gray,16,19,4.0L V-6 Gas,Automatic,4WD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2142,2013,Hyundai,['Elantra'],GLS Sedan Automatic,Venice,CA,"46,478","$10,990",Black Diamond Pearl,Gray,28,38,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Front Heated Seats', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2143,2016,Toyota,['Mirai'],Sedan,North Hollywood,CA,"57,427","$9,650",Celestial Black,Blue Black,N,cty,L - Hydrogen,Automatic,FWD,Hydrogen,"['Premium Wheels', 'Navigation', 'Front Heated Seats', 'Adaptive Cruise Control', 'Lane Keep Assist', 'Parking Sensors', 'Premium Audio', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Blind Spot System', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2144,2017,Audi,['Q5'],Premium Plus 3.0L TFSI,Sherman Oaks,CA,"31,282","$27,995",Ibis White,Black,18,26,3.0L V-6 Gas Supercharged,Automatic,AWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Navigation', 'Front Heated Seats', 'Blind Spot System', 'Parking Sensors', 'Moonroof', 'Premium Audio', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2145,2018,GMC,['Yukon'],SLE RWD,Santa Monica,CA,"12,500","$37,589",Onyx Black,Jet Black,16,23,5.3L V-8 Gas,Automatic,RWD,Gas,"['Premium Wheels', 'Premium Audio', 'Remote Engine Start', 'Backup Camera', 'Bluetooth', 'Power Trunk/Liftgate', 'Third Row Seating', 'Multi-Zone Climate Control', 'Parking Sensors', 'Tow Hitch']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2146,2018,Nissan,['Altima'],2.5 SR,Venice,CA,"20,132","$15,990",Gun Metallic,Sport Interior,26,37,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Remote Engine Start', 'Bluetooth', 'Navigation', 'Front Heated Seats', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2147,2018,Honda,['Accord'],LX 1.5T CVT,Los Angeles,CA,"24,074","$17,999",Crystal Black Pearl,Black,30,38,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Adaptive Cruise Control', 'Backup Camera', 'Multi-Zone Climate Control', 'Lane Keep Assist', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2148,2011,MINI,['Clubman'],S FWD,Venice,CA,"51,398","$11,590",Eclipse Gray Metallic,Carbon Black,27,35,1.6L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Seat Material']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2149,2020,Subaru,['Outback'],2.5i Premium,Van Nuys,CA,"4,670","$27,000",Crystal White Pearl,Titanium Gray,26,33,2.5L Flat-4 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Blind Spot System', 'Backup Camera', 'Moonroof', 'Navigation', 'Remote Engine Start', 'Adaptive Cruise Control', 'Lane Keep Assist', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
2150,2016,Ford,['Fusion'],SE FWD,Venice,CA,"15,097","$13,990",Shadow Black,Dk. Gray,22,34,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Bluetooth', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
2151,2019,Mitsubishi,"['Eclipse', 'Cross']",2019.5 ES S-AWC,Marina Del Rey,CA,"32,255","$14,344",Unknown,Unknown,25,28,1.5L Inline-4 Gas Turbocharged,Automatic,4WD,Gas,"['Premium Wheels', 'Bluetooth', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2152,2014,Ford,['Mustang'],GT Premium Coupe,Venice,CA,"47,985","$23,990",Gray,Black,15,26,5.0L V-8 Gas,Manual,RWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
2153,2013,BMW,"['3', 'Series']",335i Convertible,Venice,CA,"75,942","$20,590",Liquid Blue Metallic,Off White,23,33,3.0L Inline-6 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Multi-Zone Climate Control', 'Premium Seat Material', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2154,2014,Honda,['Civic'],EX Sedan CVT,Venice,CA,"58,684","$12,590",Brown,Black,30,39,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Backup Camera', 'Moonroof', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '4']",False
2155,2018,Honda,['Civic'],LX Sedan CVT,Los Angeles,CA,"9,625","$16,295",Crystal Black Pearl,Black,31,40,2.0L Inline-4 Gas,Automatic,FWD,Gas,"['Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
2156,2013,Lexus,['RX'],RX 350 FWD,Venice,CA,"98,090","$17,590",Silver Lining Metallic,Black,18,25,3.5L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Audio', 'Bluetooth', 'Power Trunk/Liftgate', 'Multi-Zone Climate Control']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2157,2020,Mercedes-Benz,['GLA'],GLA 250 FWD,Santa Monica,CA,787,"$31,945",Polar White,Sahara Beige,24,34,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Navigation', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Bluetooth', 'Power Trunk/Liftgate', 'Premium Seat Material', 'Remote Engine Start', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2158,2018,MINI,['Clubman'],FWD,Santa Monica,CA,"16,499","$20,499",White Silver Metallic,Black Pearl,24,34,1.5L Inline-3 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Backup Camera', 'Bluetooth', 'Premium Seat Material', 'Parking Sensors']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
2159,2019,Ford,['F-150'],XL Regular Cab 6.5' Box 2WD,Los Angeles,CA,"5,513","$23,480",White,Black,19,25,5.0L V-8 Gas,Automatic,RWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2160,2013,Lexus,['ES'],ES 350,Venice,CA,"49,949","$18,990",Nebula Gray Pearl,Lt. Gray,21,31,3.5L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Moonroof']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2161,2017,Mercedes-Benz,['C-Class'],C 300 Cabriolet RWD,Santa Monica,CA,"31,648","$33,721",Designo Diamond White Metallic,Light Beige,23,30,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Backup Camera', 'Premium Seat Material', 'Remote Engine Start', 'Blind Spot System', 'Bluetooth']","['1 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2162,2018,Nissan,['Sentra'],SV CVT,Venice,CA,"9,946","$13,590",Deep Blue Pearl,Charcoal,29,37,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Backup Camera', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2163,2015,Nissan,['Altima'],2.5 SV,Santa Monica,CA,"90,172","$9,803",Brilliant Silver,Charcoal,27,38,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Remote Engine Start', 'Backup Camera', 'Moonroof', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2164,2020,Chevrolet,['Camaro'],LT with 1LT Coupe,Venice,CA,"1,683","$24,990",Red Hot,Jet Black,20,30,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Backup Camera', 'Remote Engine Start', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2165,2005,INFINITI,['FX'],FX35 RWD,Van Nuys,CA,"111,125","$5,999",Unknown,Unknown,17,23,3.5L V-6 Gas,Automatic,RWD,Gas,['Premium Wheels'],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
2166,2014,BMW,['i3'],60 Ah with Range Extender,Venice,CA,"74,755","$13,590",Solar Orange Metallic W/Frozen Gray Accent,Dk. Brown,137,111,0.6L Inline-2 Plug-In Hybrid,Automatic,RWD,Plug-In Hybrid,"['Premium Wheels', 'Bluetooth', 'Navigation']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2167,2019,Mercedes-Benz,['S-Class'],S 560 Coupe 4MATIC,Santa Monica,CA,"5,361","$96,880",Obsidian Black Metallic,Black,17,27,4.0L V-8 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Navigation', 'Front Heated Seats', 'Remote Engine Start', 'Adaptive Cruise Control', 'Lane Keep Assist', 'Parking Sensors', 'Moonroof', 'Premium Audio', 'Premium Seat Material', 'Front Cooled Seats', 'Multi-Zone Climate Control', 'Blind Spot System', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2168,2012,Porsche,['Panamera'],4,Venice,CA,"35,244","$34,590",Silver,Black,18,26,3.6L V-6 Gas,Automatic,AWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
2169,2015,Volkswagen,['Golf'],TDI SEL 4-door DSG,Venice,CA,"80,035","$13,590",Black,Black,31,43,2.0L Inline-4 Diesel Turbocharged,Automatic,FWD,Diesel,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '4']",False
2170,2012,Lexus,['RX'],RX 350 AWD,Venice,CA,"104,355","$15,590",Silver,Black,18,24,3.5L V-6 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Multi-Zone Climate Control', 'Premium Audio', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2171,2017,Audi,['A3'],e-tron Premium Plus Sportback 1.4 TFSI FWD,Santa Monica,CA,"23,428","$24,194",Mythos Black Metallic,Black,N,cty,1.4L Inline-4 Plug-In Hybrid Turbocharged,Automatic,FWD,Plug-In Hybrid,"['Premium Wheels', 'Navigation', 'Front Heated Seats', 'Blind Spot System', 'Parking Sensors', 'Moonroof', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2172,2015,Kia,['Optima'],EX,Santa Monica,CA,"56,637","$12,991",Bright Silver,Gray,23,34,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Multi-Zone Climate Control', 'Premium Seat Material', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
2173,2020,Hyundai,"['Santa', 'Fe']",SE 2.4L FWD,Venice,CA,"20,787","$19,590",Machine Gray,Unknown,22,29,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Blind Spot System', 'Backup Camera', 'Adaptive Cruise Control', 'Lane Keep Assist', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
2174,2014,Chevrolet,['Volt'],Hatch,Venice,CA,"51,931","$11,590",Silver Topaz Metallic,Jet Black Seats/Dark Accents,101,93,1.4L Inline-4 Plug-In Hybrid,Automatic,FWD,Plug-In Hybrid,"['Premium Wheels', 'Remote Engine Start', 'Front Heated Seats', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
2175,2011,Toyota,['Camry'],Hybrid,Venice,CA,"91,566","$11,990",Magnetic Gray Metallic,Gray,31,35,2.4L Inline-4 Hybrid,Automatic,FWD,Hybrid,['Multi-Zone Climate Control'],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
